Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2016-02-12,12,February,2016,53,F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,2,7,9.0,4,68,14,2016-February
2016-06-20,20,June,2016,40,M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295.0,630,1932,1252,2016-June
2016-06-13,13,June,2016,36,M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384.0,878,2410,1482,2016-June
2016-05-23,23,May,2016,45,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5.36,25,101,26,2016-May
2016-05-20,20,May,2016,40,F,Germany,Nordrhein-Westfalen,Clothing,Gloves,"Half-Finger Gloves, L",5,9,24.0,59,154,45,2016-May
2016-05-24,24,May,2016,49,M,United States,California,Clothing,Caps,AWC Logo Cap,11,7,9.648,20,147,77,2016-May
2016-04-28,28,April,2016,37,M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,28,13,35.0,606,1020,364,2016-April
2016-05-03,3,May,2016,17,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35.0,506,933,377,2016-May
2016-06-10,10,June,2016,23,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35.0,563,951,338,2016-June
2016-03-19,19,March,2016,44,M,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295.0,882,2184,1252,2016-March
2016-05-01,1,May,2016,39,M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2555.648,854,2386,1482,2016-May
2016-04-28,28,April,2016,28,M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578.0,1264,3485,2171,2016-April
2016-06-05,5,June,2016,40,F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5.0,50,136,36,2016-June
2016-04-16,16,April,2016,26,M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5.0,54,150,46,2016-April
2016-01-31,31,January,2016,46,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5.36,75,177,52,2016-January
2016-02-22,22,February,2016,32,M,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384.0,401,1933,1482,2016-February
2016-01-12,12,January,2016,24,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35.0,103,218,65,2016-January
2016-06-26,26,June,2016,51,M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5.0,22,92,20,2016-June
2016-02-01,1,February,2016,30,M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",14,9,24.0,207,383,126,2016-February
2016-05-20,20,May,2016,51,M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5.0,12,74,12,2016-May
2016-02-13,13,February,2016,17,M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2.0,18,95,27,2016-February
2016-03-01,1,March,2016,44,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2.0,13,81,18,2016-March
2016-04-09,9,April,2016,33,M,Australia,Tasmania,Accessories,Tires and Tubes,LL Road Tire,1,8,21.0,9,67,8,2016-April
2016-01-11,11,January,2016,45,M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5.36,12,72,10,2016-January
2016-07-19,19,July,2016,45,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,37.52,372,760,338,2016-July
2016-05-09,9,May,2016,49,M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,636,1952,1266,2016-May
2016-04-11,11,April,2016,41,F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,1031,2347,1266,2016-April
2016-04-12,12,April,2016,35,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35.0,152,293,91,2016-April
2016-06-11,11,June,2016,24,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,37.52,21,84,13,2016-June
2016-03-21,21,March,2016,55,M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2.144,21,100,29,2016-March
2016-06-25,25,June,2016,32,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,7,1,4.288,20,77,7,2016-June
2016-07-16,16,July,2016,35,M,United States,California,Clothing,Caps,AWC Logo Cap,17,7,9.648,31,200,119,2016-July
2016-01-10,10,January,2016,47,F,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295.0,1765,4319,2504,2016-January
2016-06-21,21,June,2016,25,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,37.52,43,119,26,2016-June
2016-04-23,23,April,2016,27,M,France,Yveline,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10.0,7,65,8,2016-April
2016-01-15,15,January,2016,31,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2460.2400000000002,1994,4548,2504,2016-January
2016-01-02,2,January,2016,27,M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2.0,4,60,6,2016-January
2016-03-21,21,March,2016,24,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2.0,2,54,2,2016-March
2016-02-28,28,February,2016,23,F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2.0,3,57,4,2016-February
2016-03-30,30,March,2016,47,F,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10.0,6,60,4,2016-March
2016-06-24,24,June,2016,23,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5.36,55,163,58,2016-June
2016-01-25,25,January,2016,36,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2460.2400000000002,997,2299,1252,2016-January
2016-01-13,13,January,2016,45,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35.0,401,750,299,2016-January
2016-07-22,22,July,2016,38,M,United States,California,Accessories,Fenders,Fender Set - Mountain,18,8,23.584000000000003,244,438,144,2016-July
2016-01-09,9,January,2016,43,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.36,55,143,38,2016-January
2016-03-21,21,March,2016,37,F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.144,11,81,20,2016-March
2016-01-03,3,January,2016,42,F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,12,8,22.0,157,303,96,2016-January
2016-06-10,10,June,2016,36,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35.0,443,844,351,2016-June
2016-07-06,6,July,2016,51,F,United States,Oregon,Accessories,Tires and Tubes,LL Mountain Tire,20,9,26.8,250,480,180,2016-July
2016-04-06,6,April,2016,39,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35.0,390,674,234,2016-April
2016-03-01,1,March,2016,28,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35.0,536,924,338,2016-March
2016-05-11,11,May,2016,18,F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9.0,82,192,60,2016-May
2016-03-19,19,March,2016,40,M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",3,9,24.0,44,121,27,2016-March
2016-06-02,2,June,2016,40,M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-500 Black, 42",1,295,540.0,148,493,295,2016-June
2016-02-10,10,February,2016,40,F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.0,44,136,42,2016-February
2016-05-12,12,May,2016,39,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,37.52,257,541,234,2016-May
2016-07-19,19,July,2016,37,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.36,55,143,38,2016-July
2016-04-07,7,April,2016,34,M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,1,1,4.0,3,54,1,2016-April
2016-04-18,18,April,2016,31,F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2.0,7,65,8,2016-April
2016-05-19,19,May,2016,31,F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2.144,20,98,28,2016-May
2016-06-05,5,June,2016,40,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35.0,492,932,390,2016-June
2016-01-20,20,January,2016,24,F,Germany,Saarland,Clothing,Socks,"Racing Socks, L",5,3,9.0,22,87,15,2016-January
2016-06-06,6,June,2016,34,M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, M",29,26,70.0,1256,2060,754,2016-June
2016-07-11,11,July,2016,17,M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5.0,74,174,50,2016-July
2016-05-09,9,May,2016,34,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50.0,23,149,76,2016-May
2016-05-30,30,May,2016,49,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.36,61,153,42,2016-May
2016-02-04,4,February,2016,48,M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.144,14,84,20,2016-February
2016-02-05,5,February,2016,47,M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,20,3,8.576,97,207,60,2016-February
2016-07-19,19,July,2016,32,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,21,1,4.288,61,132,21,2016-July
2016-04-19,19,April,2016,81,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5.0,68,176,58,2016-April
2016-04-15,15,April,2016,38,F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,29,3,8.576,140,277,87,2016-April
2016-06-07,7,June,2016,32,F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54.0,18,404,336,2016-June
2016-05-23,23,May,2016,55,F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35.0,43,119,26,2016-May
2016-04-19,19,April,2016,59,F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5.0,40,128,38,2016-April
2016-03-08,8,March,2016,41,M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5.36,46,144,48,2016-March
2016-02-08,8,February,2016,22,F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2.0,10,78,18,2016-February
2016-03-27,27,March,2016,39,F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,5,9,25.0,54,149,45,2016-March
2016-06-25,25,June,2016,25,M,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,17,7,9.0,6,175,119,2016-June
2016-01-15,15,January,2016,31,M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35.0,377,739,312,2016-January
2016-06-19,19,June,2016,35,F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5.0,20,84,14,2016-June
2016-06-08,8,June,2016,52,M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540.0,126,520,344,2016-June
2016-07-10,10,July,2016,29,M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,23,8,22.0,317,551,184,2016-July
2016-02-12,12,February,2016,53,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5.0,24,90,16,2016-February
2016-05-20,20,May,2016,26,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,37.52,575,976,351,2016-May
2016-01-03,3,January,2016,32,F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769.0,188,658,420,2016-January
2016-03-01,1,March,2016,64,M,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,4,8,23.584000000000003,44,126,32,2016-March
2016-03-07,7,March,2016,44,M,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Black, 44",1,295,578.88,126,471,295,2016-March
2016-01-11,11,January,2016,36,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2460.2400000000002,997,2299,1252,2016-January
2016-07-02,2,July,2016,46,M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,15,91,26,2016-July
2016-01-27,27,January,2016,45,F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35.0,47,136,39,2016-January
2016-03-01,1,March,2016,27,F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35.0,59,148,39,2016-March
2016-07-18,18,July,2016,37,M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,37.52,342,652,260,2016-July
2016-04-26,26,April,2016,51,M,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",3,461,742.0,376,1809,1383,2016-April
2016-04-25,25,April,2016,17,M,Germany,Nordrhein-Westfalen,Clothing,Caps,AWC Logo Cap,21,7,9.0,17,214,147,2016-April
2016-04-02,2,April,2016,33,F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24.0,249,488,189,2016-April
2016-05-21,21,May,2016,33,M,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,11,8,22.0,137,275,88,2016-May
2016-06-27,27,June,2016,41,M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10.0,4,58,4,2016-June
2016-06-04,4,June,2016,36,M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,15,1,4.0,44,109,15,2016-June
2016-01-14,14,January,2016,18,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35.0,230,462,182,2016-January
2016-07-03,3,July,2016,25,F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35.0,103,218,65,2016-July
2016-02-12,12,February,2016,23,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5.0,62,156,44,2016-February
2016-03-22,22,March,2016,61,F,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,5,8,21.0,51,141,40,2016-March
2016-01-26,26,January,2016,35,M,Germany,Bayern,Accessories,Tires and Tubes,Road Tire Tube,4,1,4.0,12,66,4,2016-January
2016-01-08,8,January,2016,50,F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2.0,6,66,10,2016-January
2016-02-04,4,February,2016,51,M,France,Nord,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384.0,592,2124,1482,2016-February
2016-05-21,21,May,2016,41,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,37.52,554,942,338,2016-May
2016-06-04,4,June,2016,34,F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5.0,42,122,30,2016-June
2016-03-09,9,March,2016,41,M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2460.2400000000002,2165,5971,3756,2016-March
2016-06-21,21,June,2016,25,F,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,5,9,25.0,71,166,45,2016-June
2016-05-03,3,May,2016,43,F,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3835.6160000000004,2671,7063,4342,2016-May
2016-06-14,14,June,2016,55,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35.0,563,951,338,2016-June
2016-01-14,14,January,2016,30,F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,26,7,9.0,36,268,182,2016-January
2016-01-08,8,January,2016,62,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5.0,35,115,30,2016-January
2016-05-24,24,May,2016,41,M,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384.0,807,2339,1482,2016-May
2016-02-12,12,February,2016,52,M,United States,California,Accessories,Fenders,Fender Set - Mountain,29,8,23.584000000000003,393,675,232,2016-February
2016-06-10,10,June,2016,34,M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120.0,362,1125,713,2016-June
2016-07-31,31,July,2016,48,F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,16,7,9.0,26,188,112,2016-July
2016-02-27,27,February,2016,52,M,France,Garonne (Haute),Accessories,Tires and Tubes,Touring Tire Tube,6,2,5.0,16,78,12,2016-February
2016-02-05,5,February,2016,24,F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35.0,419,794,325,2016-February
2016-05-15,15,May,2016,23,F,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540.0,572,1654,1032,2016-May
2016-01-18,18,January,2016,32,F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5.36,15,75,10,2016-January
2016-02-26,26,February,2016,26,F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5.0,11,69,8,2016-February
2016-07-22,22,July,2016,23,M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5.0,9,65,6,2016-July
2016-01-12,12,January,2016,33,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2.144,20,91,21,2016-January
2016-05-31,31,May,2016,40,F,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5.0,17,83,16,2016-May
2016-04-03,3,April,2016,37,F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,12,1,4.0,36,98,12,2016-April
2016-04-03,3,April,2016,27,F,Germany,Saarland,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",1,461,742.0,147,658,461,2016-April
2016-05-21,21,May,2016,27,M,United States,California,Clothing,Socks,"Racing Socks, L",14,3,9.648,81,173,42,2016-May
2016-04-21,21,April,2016,34,F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2618.896,839,2444,1555,2016-April
2016-03-06,6,March,2016,26,M,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5.0,36,112,26,2016-March
2016-04-08,8,April,2016,17,F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.0,46,138,42,2016-April
2016-03-13,13,March,2016,51,M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10.0,5,59,4,2016-March
2016-03-05,5,March,2016,34,M,United States,California,Accessories,Fenders,Fender Set - Mountain,27,8,23.584000000000003,366,632,216,2016-March
2016-02-03,3,February,2016,34,M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,4,1,4.0,11,65,4,2016-February
2016-05-25,25,May,2016,28,F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5.0,35,115,30,2016-May
2016-04-17,17,April,2016,50,F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2.144,18,93,25,2016-April
2016-03-20,20,March,2016,43,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5.0,8,64,6,2016-March
2016-06-05,5,June,2016,35,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5.36,64,158,44,2016-June
2016-02-10,10,February,2016,34,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35.0,17,80,13,2016-February
2016-05-06,6,May,2016,28,M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35.0,476,812,286,2016-May
2016-01-21,21,January,2016,40,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-3000 Yellow, 58",3,461,742.0,554,1987,1383,2016-January
2016-06-06,6,June,2016,45,F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,13,7,9.0,5,146,91,2016-June
2016-06-13,13,June,2016,45,F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,1,13,35.0,15,78,13,2016-June
2016-07-02,2,July,2016,50,M,Australia,Tasmania,Clothing,Shorts,"Women's Mountain Shorts, L",22,26,70.0,675,1297,572,2016-July
2016-02-10,10,February,2016,24,M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2.0,3,57,4,2016-February
2016-05-15,15,May,2016,34,F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",25,9,24.0,369,644,225,2016-May
2016-04-14,14,April,2016,36,M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,2,1,4.0,6,58,2,2016-April
2016-06-29,29,June,2016,48,M,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,11,7,9.0,15,142,77,2016-June
2016-06-04,4,June,2016,38,M,United States,California,Clothing,Vests,"Classic Vest, S",15,24,68.608,581,991,360,2016-June
2016-07-02,2,July,2016,20,F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,22,7,9.0,42,246,154,2016-July
